booking_id,booking_date,customer_id,customer_name,city,service_type,payment_mode,booking_amount,booking_status
11634,2025-07-11,5322,Customer_3227,Chennai,Flight,Credit Card,15119.53,Confirmed
11635,2025-09-06,1890,Customer_2328,Pune,Train,Credit Card,21101.58,Confirmed
11636,2025-08-23,3491,Customer_1503,Hyderabad,Flight,Credit Card,13077.35,Confirmed
11637,2025-03-24,3876,Customer_5319,Hyderabad,Flight,Credit Card,6701.46,Confirmed
11638,2025-04-03,2631,Customer_4945,Delhi,Hotel,Net Banking,1731.92,Confirmed
11639,2025-11-08,4703,Customer_753,Chennai,Flight,Net Banking,757.37,Confirmed
11640,2025-09-25,3026,Customer_7585,Pune,Train,Debit Card,23181.57,Cancelled
11641,2025-04-30,5107,Customer_3170,Bangalore,Hotel,Debit Card,4040.56,Pending
11642,2025-03-12,4322,Customer_250,Pune,Train,UPI,12730.27,Confirmed
11643,2025-01-17,1741,Customer_7058,Bangalore,Flight,Net Banking,19972.18,Cancelled
11644,2025-09-10,4008,Customer_7273,Pune,Train,UPI,23251.51,Confirmed
11645,2025-05-02,2976,Customer_2821,Pune,Train,Net Banking,5441.54,Confirmed
11646,2025-01-10,4662,Customer_4737,Pune,Flight,Net Banking,6182.35,Pending
11647,2025-10-14,4800,Customer_6471,Pune,Bus,Debit Card,4903.87,Pending
11648,2025-11-12,4571,Customer_890,Pune,Train,Debit Card,4393.81,Confirmed
11649,2025-11-22,3911,Customer_5602,Kolkata,Bus,UPI,11646.4,Confirmed
11650,2025-09-30,4084,Customer_4867,Pune,Flight,UPI,16079.68,Confirmed
11651,2025-11-02,1773,Customer_5924,Kolkata,Bus,Credit Card,17803.39,Confirmed
11652,2025-10-20,3144,Customer_4003,Bangalore,Bus,UPI,8516.37,Confirmed
11653,2025-07-29,1992,Customer_6067,Bangalore,Bus,Net Banking,15783.38,Pending
11654,2025-08-06,2838,Customer_6521,Delhi,Bus,Net Banking,558.03,Cancelled
11655,2025-08-29,4813,Customer_3724,Pune,Train,Net Banking,22262.69,Confirmed
11656,2025-07-19,5907,Customer_3087,Mumbai,Train,Debit Card,21808.93,Confirmed
11657,2025-08-04,4321,Customer_2744,Kolkata,Hotel,Credit Card,13830.1,Confirmed
11658,2025-07-24,4842,Customer_4577,Bangalore,Bus,Net Banking,6462.57,Confirmed
11659,2025-08-04,4253,Customer_7184,Delhi,Flight,Credit Card,24319.57,Confirmed
11660,2025-03-21,2875,Customer_1757,Bangalore,Train,Credit Card,20360.72,Confirmed
11661,2025-09-24,4237,Customer_2623,Kolkata,Bus,Net Banking,915.37,Confirmed
11662,2025-02-04,1003,Customer_1777,Bangalore,Flight,Credit Card,12006.21,Confirmed
11663,2025-10-16,1164,Customer_4581,Pune,Hotel,Net Banking,3000.92,Confirmed
11664,2025-01-18,5439,Customer_7447,Kolkata,Flight,Net Banking,3739.9,Cancelled
11665,2025-06-14,2897,Customer_3405,Mumbai,Flight,Net Banking,532.05,Confirmed
11666,2025-01-13,4240,Customer_7084,Kolkata,Bus,Debit Card,17348.96,Confirmed
11667,2025-07-21,3567,Customer_6401,Bangalore,Train,Debit Card,6686.75,Pending
11668,2025-08-17,4507,Customer_7353,Delhi,Flight,UPI,7968.65,Confirmed
11669,2025-12-12,3559,Customer_7756,Kolkata,Flight,Net Banking,1652.33,Confirmed
11670,2025-01-01,2338,Customer_2075,Pune,Hotel,Net Banking,694.64,Confirmed
11671,2025-11-15,5637,Customer_3097,Delhi,Train,Net Banking,19921.71,Confirmed
11672,2025-08-05,1612,Customer_1086,Chennai,Train,UPI,16704.54,Confirmed
11673,2025-02-03,5995,Customer_6114,Hyderabad,Train,Debit Card,9866.8,Confirmed
11674,2025-12-25,2884,Customer_3730,Bangalore,Train,Debit Card,2212.51,Confirmed
11675,2025-09-23,5024,Customer_4329,Pune,Train,UPI,19507.3,Confirmed
11676,2025-05-08,4134,Customer_1488,Kolkata,Hotel,Net Banking,23195.71,Confirmed
11677,2025-07-31,2055,Customer_349,Bangalore,Train,Net Banking,13422.07,Confirmed
11678,2025-09-20,2622,Customer_7454,Delhi,Train,Debit Card,3904.21,Confirmed
11679,2025-11-08,4282,Customer_414,Bangalore,Bus,Net Banking,16487.06,Confirmed
11680,2025-03-21,3610,Customer_7764,Kolkata,Hotel,Debit Card,2252.17,Confirmed
11681,2025-06-14,4069,Customer_5807,Pune,Hotel,Net Banking,4555.44,Confirmed
11682,2025-09-09,2255,Customer_2454,Delhi,Train,Credit Card,12032.95,Confirmed
11683,2025-01-12,3660,Customer_3453,Chennai,Flight,Debit Card,6601.31,Confirmed
11684,2025-10-31,5224,Customer_7338,Pune,Bus,Credit Card,23290.25,Confirmed
11685,2025-07-31,2042,Customer_5410,Kolkata,Bus,Debit Card,20317.34,Confirmed
11686,2025-10-09,5452,Customer_7103,Bangalore,Flight,UPI,7280.79,Confirmed
11687,2025-04-22,2442,Customer_2564,Pune,Train,Debit Card,24112.96,Pending
11688,2025-07-30,4677,Customer_1010,Pune,Train,Debit Card,9768.23,Confirmed
11689,2025-08-27,5176,Customer_4383,Chennai,Hotel,Net Banking,14425.14,Confirmed
11690,2025-09-25,4686,Customer_6451,Kolkata,Train,Net Banking,14318.31,Pending
11691,2025-10-25,2904,Customer_6706,Chennai,Hotel,UPI,16414.86,Confirmed
11692,2025-11-13,3713,Customer_782,Hyderabad,Hotel,Net Banking,6468.9,Confirmed
11693,2025-02-27,2877,Customer_3080,Kolkata,Bus,Net Banking,23090.26,Cancelled
11694,2025-02-03,1790,Customer_4453,Delhi,Flight,UPI,7009.09,Confirmed
11695,2025-09-20,1224,Customer_2629,Kolkata,Flight,UPI,16788.6,Cancelled
11696,2025-12-31,4034,Customer_3976,Chennai,Hotel,Debit Card,19261.14,Confirmed
11697,2025-02-04,5875,Customer_2187,Delhi,Bus,Net Banking,22097.03,Cancelled
11698,2025-09-28,5232,Customer_5631,Hyderabad,Flight,Net Banking,11694.93,Confirmed
11699,2025-08-15,1225,Customer_3320,Delhi,Hotel,UPI,17936.27,Confirmed
11700,2025-01-25,4405,Customer_5661,Pune,Hotel,Debit Card,2592.01,Confirmed
11701,2025-08-22,4179,Customer_1207,Kolkata,Flight,Net Banking,19561.48,Pending
11702,2025-02-28,1811,Customer_3797,Hyderabad,Flight,UPI,19013.6,Cancelled
11703,2025-09-08,3492,Customer_4519,Bangalore,Flight,Debit Card,10559.82,Confirmed
11704,2025-12-01,5102,Customer_4493,Hyderabad,Bus,Net Banking,8179.71,Confirmed
11705,2025-03-27,5223,Customer_6976,Hyderabad,Hotel,Net Banking,9814.9,Confirmed
11706,2025-09-08,5066,Customer_305,Kolkata,Train,UPI,2718.88,Confirmed
11707,2025-06-29,5362,Customer_5139,Hyderabad,Flight,UPI,16126.24,Confirmed
11708,2025-07-26,5309,Customer_3455,Mumbai,Bus,Credit Card,22869.29,Cancelled
11709,2025-12-10,1246,Customer_6083,Chennai,Bus,Debit Card,16810.29,Confirmed
11710,2025-05-29,2618,Customer_2274,Delhi,Flight,UPI,14722.76,Confirmed
11711,2025-03-12,2827,Customer_5350,Pune,Flight,Debit Card,24772.25,Cancelled
11712,2025-05-01,4445,Customer_851,Delhi,Flight,UPI,13775.03,Confirmed
11713,2025-09-10,1420,Customer_5728,Kolkata,Flight,Debit Card,8972.86,Confirmed
11714,2025-04-03,3764,Customer_495,Mumbai,Bus,Debit Card,17764.2,Cancelled
11715,2025-09-13,2371,Customer_3556,Bangalore,Flight,Net Banking,13274.98,Confirmed
11716,2025-09-11,5238,Customer_2675,Kolkata,Hotel,Debit Card,24316.19,Confirmed
11717,2025-12-18,3188,Customer_3431,Pune,Hotel,Credit Card,22499.9,Confirmed
11718,2025-10-15,3612,Customer_7860,Kolkata,Flight,Net Banking,23697.62,Confirmed
11719,2025-11-05,3080,Customer_7541,Kolkata,Flight,Debit Card,525.04,Confirmed
11720,2025-02-28,5324,Customer_3150,Kolkata,Bus,UPI,8688.17,Confirmed
11721,2025-03-10,3735,Customer_6471,Kolkata,Hotel,Credit Card,15866.9,Confirmed
11722,2025-03-27,1829,Customer_3348,Chennai,Hotel,Net Banking,8053.81,Confirmed
11723,2025-10-01,4058,Customer_7520,Chennai,Bus,Debit Card,16582.87,Confirmed
11724,2025-08-15,1849,Customer_3950,Chennai,Flight,UPI,18016.32,Confirmed
11725,2025-03-22,3780,Customer_5302,Kolkata,Train,Debit Card,15770.46,Pending
11726,2025-04-24,2153,Customer_505,Chennai,Bus,Credit Card,11727.39,Pending
11727,2025-07-03,5940,Customer_4703,Mumbai,Bus,UPI,17570.44,Confirmed
11728,2025-10-07,4829,Customer_7766,Delhi,Train,UPI,19619.22,Pending
11729,2025-11-18,3682,Customer_5509,Kolkata,Hotel,UPI,17554.17,Cancelled
11730,2025-11-14,4079,Customer_2655,Bangalore,Bus,Net Banking,20394.08,Confirmed
11731,2025-02-23,1402,Customer_3407,Pune,Hotel,Net Banking,23707.67,Confirmed
11732,2025-07-16,3975,Customer_7148,Pune,Hotel,Credit Card,3011.53,Confirmed
11733,2025-10-20,2602,Customer_3518,Kolkata,Bus,UPI,22707.28,Confirmed
11734,2025-10-20,5722,Customer_6653,Bangalore,Bus,Debit Card,7201.21,Confirmed
11735,2025-10-18,1980,Customer_2705,Bangalore,Flight,Debit Card,14312.35,Confirmed
11736,2025-06-29,3294,Customer_7416,Mumbai,Hotel,Net Banking,23588.1,Pending
11737,2025-08-10,3384,Customer_3765,Mumbai,Bus,UPI,15691.78,Cancelled
11738,2025-10-01,4352,Customer_5413,Hyderabad,Hotel,Credit Card,2562.18,Confirmed
11739,2025-09-01,5128,Customer_6675,Mumbai,Bus,UPI,12731.07,Confirmed
11740,2025-06-03,1798,Customer_5258,Chennai,Bus,UPI,22411.53,Pending
11741,2025-10-31,3595,Customer_1580,Kolkata,Flight,UPI,10596.32,Confirmed
11742,2025-09-30,2366,Customer_1762,Delhi,Flight,Net Banking,21274.97,Confirmed
11743,2025-05-15,3938,Customer_5465,Bangalore,Flight,Debit Card,19957.49,Confirmed
11744,2025-11-09,2262,Customer_4133,Mumbai,Bus,Debit Card,22707.59,Cancelled
11745,2025-01-08,3776,Customer_314,Delhi,Flight,Credit Card,6945.3,Cancelled
11746,2025-05-08,4248,Customer_4316,Chennai,Hotel,Net Banking,12665.6,Confirmed
11747,2025-02-25,1303,Customer_2688,Mumbai,Hotel,Credit Card,8712.65,Confirmed
11748,2025-05-06,2693,Customer_7311,Mumbai,Bus,Credit Card,13589.57,Confirmed
11749,2025-06-08,3316,Customer_5524,Delhi,Flight,Net Banking,968.51,Confirmed
11750,2025-02-28,5495,Customer_1719,Pune,Train,Debit Card,6420.99,Confirmed
11751,2025-02-27,1921,Customer_6029,Kolkata,Bus,Debit Card,24363.89,Confirmed
11752,2025-05-20,1420,Customer_4500,Pune,Train,Debit Card,15276.69,Confirmed
11753,2025-06-25,3178,Customer_3627,Chennai,Bus,Net Banking,4746.45,Cancelled
11754,2025-04-18,4809,Customer_4575,Mumbai,Train,Net Banking,12953.79,Cancelled
11755,2025-07-30,2166,Customer_6866,Delhi,Hotel,Net Banking,17600.68,Confirmed
11756,2025-03-15,5673,Customer_7081,Chennai,Train,Debit Card,15291.17,Pending
11757,2025-06-16,1539,Customer_7728,Mumbai,Flight,Credit Card,12797.14,Confirmed
11758,2025-12-23,4499,Customer_824,Pune,Train,Debit Card,17012.04,Pending
11759,2025-10-31,2460,Customer_4316,Mumbai,Train,Credit Card,4590.11,Confirmed
11760,2025-08-21,5687,Customer_2415,Bangalore,Hotel,Debit Card,11235.58,Cancelled
11761,2025-11-23,5739,Customer_5316,Hyderabad,Flight,UPI,18881.4,Confirmed
11762,2025-07-01,1327,Customer_5080,Chennai,Flight,Net Banking,14696.67,Confirmed
11763,2025-05-02,3859,Customer_4780,Delhi,Train,Credit Card,22703.85,Confirmed
11764,2025-11-30,3093,Customer_3821,Bangalore,Bus,Credit Card,11372.14,Confirmed
11765,2025-07-22,3131,Customer_7113,Mumbai,Flight,Debit Card,3738.39,Pending
11766,2025-01-29,3841,Customer_5807,Delhi,Flight,Credit Card,1694.6,Confirmed
11767,2025-07-21,1351,Customer_1970,Bangalore,Bus,UPI,12197.39,Cancelled
11768,2025-04-03,5732,Customer_3104,Bangalore,Hotel,Credit Card,11220.53,Pending
11769,2025-11-25,4908,Customer_3067,Pune,Hotel,Credit Card,6784.56,Confirmed
11770,2025-12-22,1233,Customer_1760,Pune,Hotel,UPI,14967.63,Confirmed
11771,2025-06-25,4122,Customer_3126,Hyderabad,Flight,Net Banking,6629.31,Confirmed
11772,2025-11-26,5876,Customer_6567,Pune,Flight,Debit Card,5799.86,Pending
11773,2025-07-30,3728,Customer_4053,Bangalore,Bus,Debit Card,15744.34,Confirmed
11774,2025-07-03,1932,Customer_7866,Chennai,Bus,Net Banking,23651.09,Pending
11775,2025-04-05,2823,Customer_5100,Hyderabad,Bus,UPI,5467.98,Confirmed
11776,2025-09-30,4500,Customer_2282,Hyderabad,Train,Net Banking,4979.14,Cancelled
11777,2025-05-17,5073,Customer_4925,Mumbai,Hotel,Credit Card,13224.08,Confirmed
11778,2025-08-25,4345,Customer_4839,Mumbai,Flight,Debit Card,3426.23,Confirmed
11779,2025-12-19,1860,Customer_5230,Chennai,Bus,Debit Card,7705.16,Confirmed
11780,2025-09-22,2230,Customer_3035,Delhi,Flight,Debit Card,24773.62,Cancelled
11781,2025-05-15,3195,Customer_7023,Pune,Train,UPI,21105.57,Confirmed
11782,2025-05-24,5395,Customer_1124,Pune,Bus,UPI,17800.01,Confirmed
11783,2025-01-19,2476,Customer_5832,Chennai,Bus,Credit Card,1137.59,Pending
11784,2025-08-19,3023,Customer_1235,Hyderabad,Train,UPI,6994.3,Confirmed
11785,2025-05-14,3596,Customer_6877,Mumbai,Hotel,UPI,14456.88,Confirmed
11786,2025-04-24,3430,Customer_7571,Chennai,Hotel,UPI,17901.88,Confirmed
11787,2025-05-19,4689,Customer_5957,Mumbai,Flight,Net Banking,16875.19,Confirmed
11788,2025-05-05,1533,Customer_7318,Chennai,Flight,Net Banking,5043.81,Confirmed
11789,2025-07-23,2256,Customer_675,Pune,Bus,Debit Card,11924.01,Cancelled
11790,2025-03-02,2657,Customer_5514,Chennai,Hotel,UPI,5363.41,Confirmed
11791,2025-09-07,2152,Customer_2703,Bangalore,Flight,UPI,23127.47,Cancelled
11792,2025-10-25,4893,Customer_2306,Chennai,Hotel,Debit Card,14156.68,Confirmed
11793,2025-01-13,2752,Customer_1269,Mumbai,Flight,UPI,10061.35,Confirmed
11794,2025-09-12,2683,Customer_5098,Chennai,Train,Net Banking,22991.46,Cancelled
11795,2025-03-26,3978,Customer_3222,Delhi,Train,UPI,22647.05,Confirmed
11796,2025-01-20,5332,Customer_4720,Pune,Flight,Net Banking,12850.46,Cancelled
11797,2025-02-19,4653,Customer_4195,Pune,Train,Net Banking,17326.06,Confirmed
11798,2025-06-13,4013,Customer_5223,Bangalore,Hotel,Debit Card,8311.7,Confirmed
11799,2025-04-02,1700,Customer_3795,Chennai,Flight,Credit Card,8037.75,Confirmed
11800,2025-03-29,5670,Customer_4079,Delhi,Train,UPI,13964.27,Confirmed
11801,2025-03-10,4064,Customer_2060,Mumbai,Flight,Credit Card,21242.79,Confirmed
11802,2025-02-06,5866,Customer_6013,Kolkata,Hotel,Credit Card,15130.42,Confirmed
11803,2025-09-10,2764,Customer_1250,Kolkata,Hotel,Credit Card,11746.46,Confirmed
11804,2025-09-09,5318,Customer_4030,Delhi,Flight,Debit Card,16771.47,Confirmed
11805,2025-05-20,2122,Customer_2861,Pune,Flight,Credit Card,20401.17,Cancelled
11806,2025-12-21,4830,Customer_3514,Bangalore,Hotel,Debit Card,19789.89,Confirmed
11807,2025-06-17,3958,Customer_3220,Mumbai,Flight,UPI,9579.61,Cancelled
11808,2025-02-23,3320,Customer_179,Kolkata,Flight,Credit Card,23423.65,Cancelled
11809,2025-06-27,2422,Customer_7175,Chennai,Flight,Net Banking,886.09,Cancelled
11810,2025-10-24,2540,Customer_2200,Chennai,Bus,Credit Card,11544.33,Confirmed
11811,2025-10-28,5525,Customer_4931,Delhi,Hotel,Credit Card,22734.37,Confirmed
11812,2025-12-25,1522,Customer_4678,Chennai,Bus,Net Banking,17552.15,Confirmed
11813,2025-04-16,4007,Customer_5473,Kolkata,Bus,UPI,17747.8,Confirmed
11814,2025-05-17,3498,Customer_6709,Mumbai,Bus,Net Banking,4333.53,Confirmed
11815,2025-07-09,3089,Customer_7842,Kolkata,Train,UPI,14760.36,Confirmed
11816,2025-05-08,2738,Customer_5537,Pune,Bus,Debit Card,24190.25,Cancelled
11817,2025-12-08,5189,Customer_5725,Mumbai,Flight,Debit Card,5682.92,Confirmed
11818,2025-02-16,3533,Customer_7831,Chennai,Bus,Net Banking,8515.93,Cancelled
11819,2025-01-05,3564,Customer_5690,Delhi,Train,Debit Card,10021.25,Confirmed
11820,2025-09-14,3764,Customer_4292,Chennai,Train,Net Banking,9317.25,Confirmed
11821,2025-10-27,1498,Customer_6469,Pune,Bus,Debit Card,15862.72,Confirmed
11822,2025-05-30,3418,Customer_2530,Hyderabad,Hotel,Net Banking,6247.05,Cancelled
11823,2025-10-21,3746,Customer_2256,Chennai,Flight,Net Banking,12889.39,Confirmed
11824,2025-08-31,1484,Customer_936,Bangalore,Flight,Debit Card,10305.86,Pending
11825,2025-10-02,1664,Customer_7471,Chennai,Hotel,Debit Card,16289.77,Confirmed
11826,2025-07-27,4454,Customer_5419,Pune,Flight,UPI,6427.55,Confirmed
11827,2025-04-25,1627,Customer_957,Hyderabad,Train,Net Banking,14051.56,Cancelled
11828,2025-07-14,2684,Customer_2474,Bangalore,Train,Credit Card,18638.97,Confirmed
11829,2025-12-09,1731,Customer_1086,Delhi,Flight,Credit Card,17477.4,Confirmed
11830,2025-06-19,5287,Customer_7363,Bangalore,Hotel,Credit Card,20939.85,Confirmed
11831,2025-03-23,2244,Customer_4663,Mumbai,Flight,Net Banking,23925.93,Confirmed
11832,2025-06-03,3174,Customer_3435,Pune,Bus,UPI,21422.24,Confirmed
11833,2025-05-21,4874,Customer_7729,Hyderabad,Train,UPI,23486.03,Cancelled
11834,2025-11-10,3774,Customer_2666,Mumbai,Train,Net Banking,928.97,Confirmed
11835,2025-05-26,4078,Customer_2993,Mumbai,Bus,Debit Card,15908.82,Confirmed
11836,2025-11-19,5791,Customer_1102,Kolkata,Train,Debit Card,7059.28,Confirmed
11837,2025-05-02,2139,Customer_4983,Bangalore,Bus,Credit Card,20320.39,Confirmed
11838,2025-09-09,5659,Customer_2977,Bangalore,Train,Net Banking,20566.43,Confirmed
11839,2025-12-09,4117,Customer_284,Mumbai,Hotel,Credit Card,1670.33,Confirmed
11840,2025-11-07,3440,Customer_5177,Pune,Train,UPI,15091.1,Confirmed
11841,2025-03-30,5118,Customer_6825,Delhi,Flight,Net Banking,21346.61,Confirmed
11842,2025-02-27,4202,Customer_4472,Chennai,Flight,Net Banking,14891.63,Confirmed
11843,2025-03-04,4198,Customer_6520,Chennai,Flight,UPI,10925.73,Confirmed
11844,2025-12-13,5540,Customer_3791,Hyderabad,Flight,Credit Card,2381.11,Confirmed
11845,2025-11-04,5872,Customer_2820,Bangalore,Hotel,UPI,18391.66,Confirmed
11846,2025-10-07,3044,Customer_788,Chennai,Train,Credit Card,2328.71,Confirmed
11847,2025-03-13,1707,Customer_4469,Delhi,Flight,Credit Card,15148.9,Confirmed
11848,2025-01-09,1432,Customer_857,Hyderabad,Train,Credit Card,22981.86,Confirmed
11849,2025-04-04,1472,Customer_1699,Pune,Hotel,Credit Card,10768.2,Confirmed
11850,2025-12-05,1047,Customer_6388,Bangalore,Bus,Credit Card,19369.04,Pending
11851,2025-12-02,2914,Customer_6906,Chennai,Hotel,Credit Card,20095.37,Confirmed
11852,2025-06-01,2105,Customer_7989,Mumbai,Flight,Credit Card,753.36,Confirmed
11853,2025-12-22,4180,Customer_7207,Delhi,Hotel,Debit Card,22916.03,Cancelled
11854,2025-02-09,2890,Customer_7477,Kolkata,Flight,UPI,5125.11,Confirmed
11855,2025-12-25,1357,Customer_2681,Delhi,Hotel,UPI,7426.11,Confirmed
11856,2025-03-03,1567,Customer_2134,Bangalore,Flight,Credit Card,21833.98,Confirmed
11857,2025-09-11,1479,Customer_4195,Pune,Bus,UPI,17321.48,Confirmed
11858,2025-03-10,1866,Customer_2422,Delhi,Bus,Debit Card,9610.52,Confirmed
11859,2025-09-02,4260,Customer_2806,Bangalore,Train,UPI,2653.05,Pending
11860,2025-12-31,5059,Customer_5615,Delhi,Train,Debit Card,9962.7,Cancelled
11861,2025-06-19,2028,Customer_3932,Kolkata,Hotel,Debit Card,24175.14,Confirmed
11862,2025-06-27,4357,Customer_6026,Chennai,Bus,Credit Card,3063.09,Pending
11863,2025-07-08,2813,Customer_5328,Kolkata,Flight,UPI,21230.23,Confirmed
11864,2025-09-17,4728,Customer_625,Pune,Bus,UPI,8469.88,Pending
11865,2025-03-13,4526,Customer_7127,Kolkata,Bus,Debit Card,16536.8,Confirmed
11866,2025-01-17,5803,Customer_4179,Bangalore,Bus,Credit Card,15972.82,Confirmed
11867,2025-12-07,2050,Customer_1601,Delhi,Bus,Credit Card,8476.94,Confirmed
11868,2025-02-26,1126,Customer_1,Chennai,Flight,Debit Card,1830.18,Confirmed
11869,2025-08-06,4606,Customer_6581,Pune,Bus,Net Banking,4146.06,Confirmed
11870,2025-04-17,3378,Customer_4782,Chennai,Bus,Net Banking,14363.3,Confirmed
11871,2025-10-31,2652,Customer_4346,Chennai,Hotel,UPI,23747.02,Confirmed
11872,2025-06-22,1007,Customer_4506,Kolkata,Train,Credit Card,23181.32,Confirmed
11873,2025-08-07,5708,Customer_6882,Pune,Train,Debit Card,3280.08,Confirmed
11874,2025-09-04,2284,Customer_1410,Kolkata,Train,Net Banking,21943.11,Pending
11875,2025-08-06,5693,Customer_3868,Bangalore,Train,Credit Card,6228.33,Confirmed
11876,2025-01-31,5481,Customer_5204,Bangalore,Flight,Net Banking,22791.84,Cancelled
11877,2025-02-16,1178,Customer_4586,Delhi,Hotel,Debit Card,19083.1,Confirmed
11878,2025-05-14,4595,Customer_6383,Pune,Hotel,Credit Card,24050.97,Confirmed
11879,2025-04-18,5910,Customer_2971,Kolkata,Hotel,Credit Card,11322.35,Cancelled
11880,2025-03-13,4817,Customer_2588,Kolkata,Bus,Net Banking,18423.84,Confirmed
11881,2025-11-23,4254,Customer_6524,Pune,Bus,Credit Card,18514.24,Pending
11882,2025-04-18,5453,Customer_799,Kolkata,Hotel,Credit Card,12656.21,Confirmed
11883,2025-11-05,3423,Customer_943,Pune,Flight,Debit Card,24375.71,Cancelled
11884,2025-09-29,5797,Customer_3463,Mumbai,Train,Net Banking,6469.73,Confirmed
11885,2025-06-20,2750,Customer_7496,Mumbai,Flight,Credit Card,24662.24,Confirmed
11886,2025-04-26,5877,Customer_5600,Hyderabad,Hotel,UPI,20396.91,Confirmed
11887,2025-11-25,5177,Customer_6091,Mumbai,Train,UPI,15594.38,Cancelled
11888,2025-03-15,4429,Customer_1328,Pune,Train,UPI,2351.87,Cancelled
11889,2025-09-13,1184,Customer_7450,Kolkata,Train,Credit Card,6854.39,Confirmed
11890,2025-03-22,3335,Customer_695,Mumbai,Flight,UPI,21111.41,Cancelled
11891,2025-09-25,4133,Customer_3417,Delhi,Hotel,Credit Card,18339.76,Confirmed
11892,2025-05-08,5978,Customer_4231,Bangalore,Bus,Credit Card,24085.97,Cancelled
11893,2025-11-22,1506,Customer_5588,Mumbai,Train,Debit Card,10221.29,Pending
11894,2025-08-23,5125,Customer_6505,Hyderabad,Train,UPI,22414.12,Confirmed
11895,2025-02-10,2932,Customer_6713,Delhi,Train,Debit Card,21614.74,Confirmed
11896,2025-06-30,2196,Customer_7283,Chennai,Train,Net Banking,24170.29,Cancelled
11897,2025-06-06,4685,Customer_186,Chennai,Train,Net Banking,7175.03,Pending
11898,2025-02-28,5181,Customer_478,Hyderabad,Bus,Credit Card,12616.04,Confirmed
11899,2025-12-11,2338,Customer_7032,Bangalore,Train,Credit Card,2483.6,Confirmed
11900,2025-09-06,3620,Customer_4097,Pune,Train,Debit Card,14977.46,Cancelled
11901,2025-07-11,1682,Customer_2898,Chennai,Bus,Credit Card,18441.9,Confirmed
11902,2025-01-24,4514,Customer_3016,Bangalore,Flight,Net Banking,6331.29,Confirmed
11903,2025-03-21,5367,Customer_6685,Mumbai,Hotel,Debit Card,4656.48,Confirmed
11904,2025-05-14,3160,Customer_3816,Mumbai,Flight,UPI,16168.5,Confirmed
11905,2025-08-01,2729,Customer_1686,Mumbai,Train,Net Banking,10131.63,Confirmed
11906,2025-12-14,2417,Customer_992,Chennai,Flight,Credit Card,10950.83,Confirmed
11907,2025-06-15,5014,Customer_7592,Chennai,Bus,Credit Card,12042.44,Confirmed
11908,2025-12-14,1018,Customer_2750,Bangalore,Train,Debit Card,13031.12,Confirmed
11909,2025-12-03,3652,Customer_4366,Bangalore,Flight,Credit Card,5290.39,Confirmed
11910,2025-03-12,4800,Customer_7928,Pune,Hotel,Net Banking,14654.58,Confirmed
11911,2025-08-02,1464,Customer_2946,Hyderabad,Flight,UPI,2192.88,Confirmed
11912,2025-03-06,1690,Customer_6563,Pune,Train,UPI,3281.01,Confirmed
11913,2025-08-09,2010,Customer_3399,Kolkata,Train,UPI,17932.45,Confirmed
11914,2025-11-04,4061,Customer_195,Mumbai,Train,Credit Card,18420.14,Confirmed
11915,2025-10-13,5020,Customer_2303,Delhi,Bus,Debit Card,7024.86,Cancelled
11916,2025-07-04,1162,Customer_79,Delhi,Train,UPI,5025.06,Confirmed
11917,2025-07-26,2635,Customer_3947,Mumbai,Flight,UPI,1822.82,Confirmed
11918,2025-04-09,3746,Customer_1122,Hyderabad,Hotel,Credit Card,10762.71,Confirmed
11919,2025-08-30,1294,Customer_3222,Pune,Flight,Debit Card,12971.6,Confirmed
11920,2025-06-07,1578,Customer_786,Bangalore,Hotel,Debit Card,22536.75,Confirmed
11921,2025-04-08,2585,Customer_2862,Chennai,Train,UPI,560.27,Pending
11922,2025-02-11,4380,Customer_447,Hyderabad,Hotel,Net Banking,10443.6,Pending
11923,2025-05-19,3349,Customer_4219,Kolkata,Bus,Debit Card,10772.4,Confirmed
11924,2025-10-10,3171,Customer_5730,Hyderabad,Bus,UPI,22220.57,Confirmed
11925,2025-08-15,1194,Customer_2724,Kolkata,Bus,Net Banking,5302.97,Cancelled
11926,2025-03-13,1841,Customer_1582,Mumbai,Bus,Credit Card,2121.59,Confirmed
11927,2025-08-31,5007,Customer_359,Bangalore,Bus,UPI,9849.45,Confirmed
11928,2025-01-18,5584,Customer_2287,Delhi,Hotel,Credit Card,15501.78,Confirmed
11929,2025-03-18,3931,Customer_1766,Kolkata,Hotel,UPI,21524.54,Cancelled
11930,2025-02-14,1445,Customer_805,Delhi,Train,Credit Card,7091.05,Confirmed
11931,2025-12-09,1079,Customer_5876,Pune,Hotel,Credit Card,6657.13,Confirmed
11932,2025-05-20,5840,Customer_5650,Kolkata,Hotel,Net Banking,8486.43,Cancelled
11933,2025-06-26,3745,Customer_2731,Pune,Flight,Debit Card,3396.71,Confirmed
11934,2025-08-10,4688,Customer_5992,Delhi,Train,Net Banking,24441.77,Confirmed
11935,2025-04-02,2860,Customer_4765,Hyderabad,Hotel,UPI,13745.14,Pending
11936,2025-01-22,1930,Customer_6348,Pune,Train,Credit Card,7169.47,Confirmed
11937,2025-06-21,2934,Customer_7826,Chennai,Bus,UPI,9362.56,Confirmed
11938,2025-04-02,5367,Customer_4063,Bangalore,Hotel,Credit Card,21715.93,Confirmed
11939,2025-07-11,3171,Customer_143,Chennai,Flight,UPI,17006.25,Confirmed
